content,Pays,Provenance
"pretty funfair that you can only gain so many tickets a day, say I receive enough thanks from games that I hit my ticket gain limit for the day, then I get a challenge done, I receive zero out of 20 tickets? that's ripoff and I have no control of when I receive those. the energy on first then is also busted, I understand the reasoning but here has to be a better way to balance the game, and finally the fact that there carousel is fake kind of pisses me off constantly. the game is 4/5 otherwise",us,Google Play
"Still in the early stages, but once they balance and optimize the gameplay loop and UI... I'm really scared for my wallet... 😂 So far the UI's very difficult to learn, not necessarily individual pages, but trying to find every affordance available to me has been surprisingly harrowing. I'm looking forward to when they add more packs, and hopefully more ways to acquire them beyond cooldown timers and premium tokens, though I still haven't explored everything, so they may have that already.",de,Google Play
S'okay,us,Google Play
"I am having a blast with this, so far, it's my childhood come back to life. Would be more stars if there was something to stop people from conceding from matches just because they ""think"" they are losing. That's lame and needs to stop.",us,Google Play
magnificent,de,Google Play
Great game if your into trading cards this game is very addictive,us,Google Play
"Too good, collections could be updated",us,Google Play
Game kepala lancau.... Flik coins kena pakai ilmu hitam,fr,Google Play
"Nothing like the actual card game. I was expecting something like the game boy card game from the early 2000's with some time gating features but it's not even that. Opening packs is time-gates here rather than battling, which was a mistake imo. Uninstalled and not looking back",de,Google Play
Black screen and hang,us,Google Play
"Very fun so far, i recommend trying it out!",fr,Google Play
neat,us,Google Play
"PLEASE fix gengar.... his ability is to stop your OPPONENT only from using support cards... but it also stops you from playing your own support cards.. Aside from that, the game is great.",de,Google Play
amazing,de,Google Play
awesome game,de,Google Play
Great game! :),de,Google Play
snorlax go snorrrr,de,Google Play
very good I like that it's easy enough to navigate and it's ready fun to open the pack without braking the bank,us,Google Play
"I love this game, i hope we can get update to lastes gen pokemon",us,Google Play
very gang money,de,Google Play
"Great game so far, but could you make it so we get xp even when defeated?",de,Google Play
outstanding for new players and people like me who have been around since the beginning. 🖖,us,Google Play
if u love pokemon download this game,fr,Google Play
it's really good it has a bit of its issues like if your phone lies too much of just kick you out but overall really good,fr,Google Play
Slow to get anywhere and finally pulled an EX card just to have it disappear from my collect and deck.,de,Google Play
5 Stars,de,Google Play
good,us,Google Play
"It's a lot of fun, I like the simplified play style. The number one thing I would want changed would be the all-white backgrounds and UI, even with my brightness way down and a warm color filter on my screen is getting burned, and it's really hard on my eyes. No way it's good on the battery either. Please, developers, consider at least a dark mode, if not more colorful themes in the future",fr,Google Play
Endless Fun!!!,de,Google Play
The fight relies on luck way too much,fr,Google Play
The app won't stop flashing. Most i see is black screen. The music is fine already and it's just the start though,fr,Google Play
"Why everyone got some crazy cards, while my pull are always duplicates of ridiculously useless cards?",de,Google Play
"Game is ok, but could be better if these improvements be made for gameplay 1. During battle mode, my game crashes from time to time, luckily, ths was only in solo mode, Imagine if I was in Multiplayer 2. The game is a bit delayed for me, I click on button, it takes me 5 seconds to get me to the place where I clicked tlhe button (such as missions) If you want more info, My phone is a low end device from 2019, hope this helps.",de,Google Play
A good start but very poor battling. Nearly half of cards rely on coin flips and the coin flips mechanics are severely broken. Definitely not random 50/50. Been keeping count to prove a point and had 17 tails in a row on Misty and 11 in a row on Aerodactyl. EDIT: just had 6 electric energy in a row for Dragonite SIX when I have electric and water. Energy should alternate not randomise. Basically just a gambling game. Fix it so it's actually random or remove coin flips altogether.,fr,Google Play
"This game is cool, but it's a real grind if you can't spend money, and the item selection in the shop isn't very good, maybe I'm too low of a level, but time grind.",us,Google Play
nice very nice,fr,Google Play
it's a wonderfull game and I wish if I could play pokemon tcg in real life,de,Google Play
Game is fun but due to not having too many cards in the game yet it gets really boring and repetitive after a while. Devs need to add more CPU challenges and booster packs soon as there's not that much to do for now.,fr,Google Play
"Game is reasonably fun, but having 14 separate in-game currencies is obscene: Poke Gold free, Poke Gold paid, Shine Dust, Shop Tickets, Premium Shop Tickets, Special Shop Tickets, Pack Hourglass, Wonder Hourglass, Event Hourglass, Advance Tickets, Event Shop Tickets, Emblem Tickets, Rewind Watch, Pack Point Exchange points",de,Google Play
